"","UF","NOME_MUNICIPIO"
"972","GO","Gameleira de Goiás"
"973","GO","Goianápolis"
"974","GO","Goiandira"
"975","GO","Goianésia"
"976","GO","Goiânia"
"977","GO","Goianira"
"978","GO","Goiás"
"979","GO","Goiatuba"
"980","GO","Gouvelândia"
"981","GO","Guapó"
"982","GO","Guaraíta"
"983","GO","Guarani de Goiás"
"984","GO","Guarinos"
"985","GO","Heitoraí"
"986","GO","Hidrolândia"
"987","GO","Hidrolina"
"988","GO","Iaciara"
"989","GO","Inaciolândia"
"990","GO","Indiara"
"991","GO","Inhumas"
"992","GO","Ipameri"
"993","GO","Ipiranga de Goiás"
"994","GO","Iporá"
"995","GO","Israelândia"
"996","GO","Itaberaí"
"997","GO","Itaguari"
"998","GO","Itaguaru"
"999","GO","Itajá"
"1000","GO","Itapaci"
"1001","GO","Itapirapuã"
"1002","GO","Itapuranga"
"1003","GO","Itarumã"
"1004","GO","Itauçu"
"1005","GO","Itumbiara"
"1006","GO","Ivolândia"
"1007","GO","Jandaia"
"1008","GO","Jaraguá"
"1009","GO","Jataí"
"1010","GO","Jaupaci"
"1011","GO","Jesúpolis"
"1012","GO","Joviânia"
"1013","GO","Jussara"
"1014","GO","Lagoa Santa"
"1015","GO","Leopoldo de Bulhões"
"1016","GO","Luziânia"
"1017","GO","Mairipotaba"
"1018","GO","Mambaí"
"1019","GO","Mara Rosa"
"1020","GO","Marzagão"
"1021","GO","Matrinchã"
"1022","GO","Maurilândia"
"1023","GO","Mimoso de Goiás"
"1024","GO","Minaçu"
"1025","GO","Mineiros"
"1026","GO","Moiporá"
"1027","GO","Monte Alegre de Goiás"
"1028","GO","Montes Claros de Goiás"
"1029","GO","Montividiu"
"1030","GO","Montividiu do Norte"
"1031","GO","Morrinhos"
"1032","GO","Morro Agudo de Goiás"
"1033","GO","Mossâmedes"
"1034","GO","Mozarlândia"
"1035","GO","Mundo Novo"
"1036","GO","Mutunópolis"
"1037","GO","Nazário"
"1038","GO","Nerópolis"
"1039","GO","Niquelândia"
"1040","GO","Nova América"
"1041","GO","Nova Aurora"
"1042","GO","Nova Crixás"
"1043","GO","Nova Glória"
"1044","GO","Nova Iguaçu de Goiás"
"1045","GO","Nova Roma"
"1046","GO","Nova Veneza"
"1047","GO","Novo Brasil"
"1048","GO","Novo Gama"
"1049","GO","Novo Planalto"
"1050","GO","Orizona"
"1051","GO","Ouro Verde de Goiás"
"1052","GO","Ouvidor"
"1053","GO","Padre Bernardo"
"1054","GO","Palestina de Goiás"
"1055","GO","Palmeiras de Goiás"
"1056","GO","Palmelo"
"1057","GO","Palminópolis"
"1058","GO","Panamá"
"1059","GO","Paranaiguara"
"1060","GO","Paraúna"
"1061","GO","Perolândia"
"1062","GO","Petrolina de Goiás"
"1063","GO","Pilar de Goiás"
"1064","GO","Piracanjuba"
"1065","GO","Piranhas"
"1066","GO","Pirenópolis"
"1067","GO","Pires do Rio"
"1068","GO","Planaltina"
"1069","GO","Pontalina"
"1070","GO","Porangatu"
"1071","GO","Porteirão"
"1072","GO","Portelândia"
"1073","GO","Posse"
"1074","GO","Professor Jamil"
"1075","GO","Quirinópolis"
"1076","GO","Rialma"
"1077","GO","Rianápolis"
"1078","GO","Rio Quente"
"1079","GO","Rio Verde"
"1080","GO","Rubiataba"
"1081","GO","Sanclerlândia"
"1082","GO","Santa Bárbara de Goiás"
"1083","GO","Santa Cruz de Goiás"
"1084","GO","Santa Fé de Goiás"
"1085","GO","Santa Helena de Goiás"
"1086","GO","Santa Isabel"
"1087","GO","Santa Rita do Araguaia"
"1088","GO","Santa Rita do Novo Destino"
"1089","GO","Santa Rosa de Goiás"
"1090","GO","Santa Tereza de Goiás"
"1091","GO","Santa Terezinha de Goiás"
"1092","GO","Santo Antônio da Barra"
"1093","GO","Santo Antônio de Goiás"
"1094","GO","Santo Antônio do Descoberto"
"1095","GO","São Domingos"
"1096","GO","São Francisco de Goiás"
"1097","GO","São João d'Aliança"
"1098","GO","São João da Paraúna"
"1099","GO","São Luís de Montes Belos"
"1100","GO","São Luiz do Norte"
"1101","GO","São Miguel do Araguaia"
"1102","GO","São Miguel do Passa Quatro"
"1103","GO","São Patrício"
"1104","GO","São Simão"
"1105","GO","Senador Canedo"
"1106","GO","Serranópolis"
"1107","GO","Silvânia"
"1108","GO","Simolândia"
"1109","GO","Sítio d'Abadia"
"1110","GO","Taquaral de Goiás"
"1111","GO","Teresina de Goiás"
"1112","GO","Terezópolis de Goiás"
"1113","GO","Três Ranchos"
"1114","GO","Trindade"
"1115","GO","Trombas"
"1116","GO","Turvânia"
"1117","GO","Turvelândia"
"1118","GO","Uirapuru"
"1119","GO","Uruaçu"
"1120","GO","Uruana"
"1121","GO","Urutaí"
"1122","GO","Valparaíso de Goiás"
"1123","GO","Varjão"
"1124","GO","Vianópolis"
"1125","GO","Vicentinópolis"
"1126","GO","Vila Boa"
"1127","GO","Vila Propício"
"1128","MA","Açailândia"
"1129","MA","Afonso Cunha"
"1130","MA","Água Doce do Maranhão"
"1131","MA","Alcântara"
"1132","MA","Aldeias Altas"
"1133","MA","Altamira do Maranhão"
"1134","MA","Alto Alegre do Maranhão"
"1135","MA","Alto Alegre do Pindaré"
"1136","MA","Alto Parnaíba"
"1137","MA","Amapá do Maranhão"
"1138","MA","Amarante do Maranhão"
"1139","MA","Anajatuba"
"1140","MA","Anapurus"
"1141","MA","Apicum-Açu"
"1142","MA","Araguanã"
"1143","MA","Araioses"
"1144","MA","Arame"
"1145","MA","Arari"
"1146","MA","Axixá"
"1147","MA","Bacabal"
"1148","MA","Bacabeira"
"1149","MA","Bacuri"
"1150","MA","Bacurituba"
"1151","MA","Balsas"
"1152","MA","Barão de Grajaú"
"1153","MA","Barra do Corda"
"1154","MA","Barreirinhas"
"1155","MA","Bela Vista do Maranhão"
"1156","MA","Belágua"
"1157","MA","Benedito Leite"
"1158","MA","Bequimão"
"1159","MA","Bernardo do Mearim"
"1160","MA","Boa Vista do Gurupi"
"1161","MA","Bom Jardim"
"1162","MA","Bom Jesus das Selvas"
"1163","MA","Bom Lugar"
"1164","MA","Brejo"
"1165","MA","Brejo de Areia"
"1166","MA","Buriti"
"1167","MA","Buriti Bravo"
"1168","MA","Buriticupu"
"1169","MA","Buritirana"
"1170","MA","Cachoeira Grande"
"1171","MA","Cajapió"
"1172","MA","Cajari"
"1173","MA","Campestre do Maranhão"
"1174","MA","Cândido Mendes"
"1175","MA","Cantanhede"
"1176","MA","Capinzal do Norte"
"1177","MA","Carolina"
"1178","MA","Carutapera"
"1179","MA","Caxias"
"1180","MA","Cedral"
"1181","MA","Central do Maranhão"
"1182","MA","Centro do Guilherme"
"1183","MA","Centro Novo do Maranhão"
"1184","MA","Chapadinha"
"1185","MA","Cidelândia"
"1186","MA","Codó"
"1187","MA","Coelho Neto"
"1188","MA","Colinas"
"1189","MA","Conceição do Lago-Açu"
"1190","MA","Coroatá"
"1191","MA","Cururupu"
"1192","MA","Davinópolis"
"1193","MA","Dom Pedro"
"1194","MA","Duque Bacelar"
"1195","MA","Esperantinópolis"
"1196","MA","Estreito"
"1197","MA","Feira Nova do Maranhão"
"1198","MA","Fernando Falcão"
"1199","MA","Formosa da Serra Negra"
"1200","MA","Fortaleza dos Nogueiras"
"1201","MA","Fortuna"
"1202","MA","Godofredo Viana"
"1203","MA","Gonçalves Dias"
"1204","MA","Governador Archer"
"1205","MA","Governador Edison Lobão"
"1206","MA","Governador Eugênio Barros"
"1207","MA","Governador Luiz Rocha"
"1208","MA","Governador Newton Bello"
"1209","MA","Governador Nunes Freire"
"1210","MA","Graça Aranha"
"1211","MA","Grajaú"
"1212","MA","Guimarães"
"1213","MA","Humberto de Campos"
"1214","MA","Icatu"
"1215","MA","Igarapé do Meio"
"1216","MA","Igarapé Grande"
"1217","MA","Imperatriz"
"1218","MA","Itaipava do Grajaú"
"1219","MA","Itapecuru Mirim"
"1220","MA","Itinga do Maranhão"
"1221","MA","Jatobá"
"1222","MA","Jenipapo dos Vieiras"
"1223","MA","João Lisboa"
"1224","MA","Joselândia"
"1225","MA","Junco do Maranhão"
"1226","MA","Lago da Pedra"
"1227","MA","Lago do Junco"
"1228","MA","Lago dos Rodrigues"
"1229","MA","Lago Verde"
"1230","MA","Lagoa do Mato"
"1231","MA","Lagoa Grande do Maranhão"
"1232","MA","Lajeado Novo"
"1233","MA","Lima Campos"
"1234","MA","Loreto"
"1235","MA","Luís Domingues"
"1236","MA","Magalhães de Almeida"
"1237","MA","Maracaçumé"
"1238","MA","Marajá do Sena"
"1239","MA","Maranhãozinho"
"1240","MA","Mata Roma"
"1241","MA","Matinha"
"1242","MA","Matões"
"1243","MA","Matões do Norte"
"1244","MA","Milagres do Maranhão"
"1245","MA","Mirador"
"1246","MA","Miranda do Norte"
"1247","MA","Mirinzal"
"1248","MA","Monção"
"1249","MA","Montes Altos"
"1250","MA","Morros"
"1251","MA","Nina Rodrigues"
"1252","MA","Nova Colinas"
"1253","MA","Nova Iorque"
"1254","MA","Nova Olinda do Maranhão"
"1255","MA","Olho d'Água das Cunhãs"
"1256","MA","Olinda Nova do Maranhão"
"1257","MA","Paço do Lumiar"
"1258","MA","Palmeirândia"
"1259","MA","Paraibano"
"1260","MA","Parnarama"
"1261","MA","Passagem Franca"
"1262","MA","Pastos Bons"
"1263","MA","Paulino Neves"
"1264","MA","Paulo Ramos"
"1265","MA","Pedreiras"
"1266","MA","Pedro do Rosário"
"1267","MA","Penalva"
"1268","MA","Peri Mirim"
"1269","MA","Peritoró"
"1270","MA","Pindaré-Mirim"
"1271","MA","Pinheiro"
"1272","MA","Pio XII"
"1273","MA","Pirapemas"
"1274","MA","Poção de Pedras"
"1275","MA","Porto Franco"
"1276","MA","Porto Rico do Maranhão"
"1277","MA","Presidente Dutra"
"1278","MA","Presidente Juscelino"
"1279","MA","Presidente Médici"
"1280","MA","Presidente Sarney"
"1281","MA","Presidente Vargas"
"1282","MA","Primeira Cruz"
"1283","MA","Raposa"
"1284","MA","Riachão"
"1285","MA","Ribamar Fiquene"
"1286","MA","Rosário"
"1287","MA","Sambaíba"
"1288","MA","Santa Filomena do Maranhão"
"1289","MA","Santa Helena"
"1290","MA","Santa Inês"
"1291","MA","Santa Luzia"
"1292","MA","Santa Luzia do Paruá"
"1293","MA","Santa Quitéria do Maranhão"
"1294","MA","Santa Rita"
"1295","MA","Santana do Maranhão"
"1296","MA","Santo Amaro do Maranhão"
"1297","MA","Santo Antônio dos Lopes"
"1298","MA","São Benedito do Rio Preto"
"1299","MA","São Bento"
"1300","MA","São Bernardo"
"1301","MA","São Domingos do Azeitão"
"1302","MA","São Domingos do Maranhão"
"1303","MA","São Félix de Balsas"
"1304","MA","São Francisco do Brejão"
"1305","MA","São Francisco do Maranhão"
"1306","MA","São João Batista"
"1307","MA","São João do Carú"
"1308","MA","São João do Paraíso"
"1309","MA","São João do Soter"
"1310","MA","São João dos Patos"
"1311","MA","São José de Ribamar"
"1312","MA","São José dos Basílios"
"1313","MA","São Luís"
"1314","MA","São Luís Gonzaga do Maranhão"
"1315","MA","São Mateus do Maranhão"
"1316","MA","São Pedro da Água Branca"
"1317","MA","São Pedro dos Crentes"
"1318","MA","São Raimundo das Mangabeiras"
"1319","MA","São Raimundo do Doca Bezerra"
"1320","MA","São Roberto"
"1321","MA","São Vicente Ferrer"
"1322","MA","Satubinha"
"1323","MA","Senador Alexandre Costa"
"1324","MA","Senador La Rocque"
"1325","MA","Serrano do Maranhão"
"1326","MA","Sítio Novo"
"1327","MA","Sucupira do Norte"
"1328","MA","Sucupira do Riachão"
"1329","MA","Tasso Fragoso"
"1330","MA","Timbiras"
"1331","MA","Timon"
"1332","MA","Trizidela do Vale"
"1333","MA","Tufilândia"
"1334","MA","Tuntum"
"1335","MA","Turiaçu"
"1336","MA","Turilândia"
"1337","MA","Tutóia"
"1338","MA","Urbano Santos"
"1339","MA","Vargem Grande"
"1340","MA","Viana"
"1341","MA","Vila Nova dos Martírios"
"1342","MA","Vitória do Mearim"
"1343","MA","Vitorino Freire"
"1344","MA","Zé Doca"
"1345","MG","Abadia dos Dourados"
"1346","MG","Abaeté"
"1347","MG","Abre Campo"
"1348","MG","Acaiaca"
"1349","MG","Açucena"
"1350","MG","Água Boa"
"1351","MG","Água Comprida"
"1352","MG","Aguanil"
"1353","MG","Águas Formosas"
"1354","MG","Águas Vermelhas"
"1355","MG","Aimorés"
"1356","MG","Aiuruoca"
"1357","MG","Alagoa"
"1358","MG","Albertina"
"1359","MG","Além Paraíba"
"1360","MG","Alfenas"
"1361","MG","Alfredo Vasconcelos"
"1362","MG","Almenara"
"1363","MG","Alpercata"
"1364","MG","Alpinópolis"
"1365","MG","Alterosa"
"1366","MG","Alto Caparaó"
"1367","MG","Alto Jequitibá"
"1368","MG","Alto Rio Doce"
"1369","MG","Alvarenga"
"1370","MG","Alvinópolis"
"1371","MG","Alvorada de Minas"
"1372","MG","Amparo do Serra"
"1373","MG","Andradas"
"1374","MG","Andrelândia"
"1375","MG","Angelândia"
"1376","MG","Antônio Carlos"
"1377","MG","Antônio Dias"
"1378","MG","Antônio Prado de Minas"
"1379","MG","Araçaí"
"1380","MG","Aracitaba"
"1381","MG","Araçuaí"
"1382","MG","Araguari"
"1383","MG","Arantina"
"1384","MG","Araponga"
"1385","MG","Araporã"
"1386","MG","Arapuá"
"1387","MG","Araújos"
"1388","MG","Araxá"
"1389","MG","Arceburgo"
"1390","MG","Arcos"
"1391","MG","Areado"
"1392","MG","Argirita"
"1393","MG","Aricanduva"
"1394","MG","Arinos"
"1395","MG","Astolfo Dutra"
"1396","MG","Ataléia"
"1397","MG","Augusto de Lima"
"1398","MG","Baependi"
"1399","MG","Baldim"
"1400","MG","Bambuí"
"1401","MG","Bandeira"
"1402","MG","Bandeira do Sul"
"1403","MG","Barão de Cocais"
"1404","MG","Barão de Monte Alto"
"1405","MG","Barbacena"
"1406","MG","Barra Longa"
"1407","MG","Barroso"
"1408","MG","Bela Vista de Minas"
"1409","MG","Belmiro Braga"
"1410","MG","Belo Horizonte"
"1411","MG","Belo Oriente"
"1412","MG","Belo Vale"
"1413","MG","Berilo"
"1414","MG","Berizal"
"1415","MG","Bertópolis"
"1416","MG","Betim"
"1417","MG","Bias Fortes"
"1418","MG","Bicas"
"1419","MG","Biquinhas"
"1420","MG","Boa Esperança"
"1421","MG","Bocaina de Minas"
"1422","MG","Bocaiúva"
"1423","MG","Bom Despacho"
"1424","MG","Bom Jardim de Minas"
"1425","MG","Bom Jesus da Penha"
"1426","MG","Bom Jesus do Amparo"
"1427","MG","Bom Jesus do Galho"
"1428","MG","Bom Repouso"
"1429","MG","Bom Sucesso"
"1430","MG","Bonfim"
"1431","MG","Bonfinópolis de Minas"
"1432","MG","Bonito de Minas"
"1433","MG","Borda da Mata"
"1434","MG","Botelhos"
"1435","MG","Botumirim"
"1436","MG","Brás Pires"
"1437","MG","Brasilândia de Minas"
"1438","MG","Brasília de Minas"
"1439","MG","Braúnas"
"1440","MG","Brazópolis"
"1441","MG","Brumadinho"
"1442","MG","Bueno Brandão"
"1443","MG","Buenópolis"
"1444","MG","Bugre"
"1445","MG","Buritis"
"1446","MG","Buritizeiro"
"1447","MG","Cabeceira Grande"
"1448","MG","Cabo Verde"
"1449","MG","Cachoeira da Prata"
"1450","MG","Cachoeira de Minas"
"1451","MG","Cachoeira de Pajeú"
"1452","MG","Cachoeira Dourada"
"1453","MG","Caetanópolis"
"1454","MG","Caeté"
"1455","MG","Caiana"
"1456","MG","Cajuri"
"1457","MG","Caldas"
"1458","MG","Camacho"
"1459","MG","Camanducaia"
"1460","MG","Cambuí"
"1461","MG","Cambuquira"
"1462","MG","Campanário"
"1463","MG","Campanha"
"1464","MG","Campestre"
"1465","MG","Campina Verde"
"1466","MG","Campo Azul"
"1467","MG","Campo Belo"
"1468","MG","Campo do Meio"
"1469","MG","Campo Florido"
"1470","MG","Campos Altos"
"1471","MG","Campos Gerais"
"1472","MG","Cana Verde"
"1473","MG","Canaã"
"1474","MG","Canápolis"
"1475","MG","Candeias"
"1476","MG","Cantagalo"
"1477","MG","Caparaó"
"1478","MG","Capela Nova"
"1479","MG","Capelinha"
"1480","MG","Capetinga"
"1481","MG","Capim Branco"
"1482","MG","Capinópolis"
"1483","MG","Capitão Andrade"
"1484","MG","Capitão Enéas"
"1485","MG","Capitólio"
"1486","MG","Caputira"
"1487","MG","Caraí"
"1488","MG","Caranaíba"
"1489","MG","Carandaí"
"1490","MG","Carangola"
"1491","MG","Caratinga"
"1492","MG","Carbonita"
"1493","MG","Careaçu"
"1494","MG","Carlos Chagas"
"1495","MG","Carmésia"
"1496","MG","Carmo da Cachoeira"
"1497","MG","Carmo da Mata"
"1498","MG","Carmo de Minas"
"1499","MG","Carmo do Cajuru"
"1500","MG","Carmo do Paranaíba"
"1501","MG","Carmo do Rio Claro"
"1502","MG","Carmópolis de Minas"
"1503","MG","Carneirinho"
"1504","MG","Carrancas"
"1505","MG","Carvalhópolis"
"1506","MG","Carvalhos"
"1507","MG","Casa Grande"
"1508","MG","Cascalho Rico"
"1509","MG","Cássia"
"1510","MG","Cataguases"
"1511","MG","Catas Altas"
"1512","MG","Catas Altas da Noruega"
"1513","MG","Catuji"
"1514","MG","Catuti"
"1515","MG","Caxambu"
"1516","MG","Cedro do Abaeté"
"1517","MG","Central de Minas"
"1518","MG","Centralina"
"1519","MG","Chácara"
"1520","MG","Chalé"
"1521","MG","Chapada do Norte"
"1522","MG","Chapada Gaúcha"
"1523","MG","Chiador"
"1524","MG","Cipotânea"
"1525","MG","Claraval"
"1526","MG","Claro dos Poções"
"1527","MG","Cláudio"
"1528","MG","Coimbra"
"1529","MG","Coluna"
"1530","MG","Comendador Gomes"
"1531","MG","Comercinho"
"1532","MG","Conceição da Aparecida"
"1533","MG","Conceição da Barra de Minas"
"1534","MG","Conceição das Alagoas"
"1535","MG","Conceição das Pedras"
"1536","MG","Conceição de Ipanema"
"1537","MG","Conceição do Mato Dentro"
"1538","MG","Conceição do Pará"
"1539","MG","Conceição do Rio Verde"
"1540","MG","Conceição dos Ouros"
"1541","MG","Cônego Marinho"
"1542","MG","Confins"
"1543","MG","Congonhal"
"1544","MG","Congonhas"
"1545","MG","Congonhas do Norte"
"1546","MG","Conquista"
"1547","MG","Conselheiro Lafaiete"
"1548","MG","Conselheiro Pena"
"1549","MG","Consolação"
"1550","MG","Contagem"
"1551","MG","Coqueiral"
"1552","MG","Coração de Jesus"
"1553","MG","Cordisburgo"
"1554","MG","Cordislândia"
"1555","MG","Corinto"
"1556","MG","Coroaci"
"1557","MG","Coromandel"
"1558","MG","Coronel Fabriciano"
"1559","MG","Coronel Murta"
"1560","MG","Coronel Pacheco"
"1561","MG","Coronel Xavier Chaves"
"1562","MG","Córrego Danta"
"1563","MG","Córrego do Bom Jesus"
"1564","MG","Córrego Fundo"
"1565","MG","Córrego Novo"
"1566","MG","Couto de Magalhães de Minas"
"1567","MG","Crisólita"
"1568","MG","Cristais"
"1569","MG","Cristália"
"1570","MG","Cristiano Otoni"
"1571","MG","Cristina"
"1572","MG","Crucilândia"
"1573","MG","Cruzeiro da Fortaleza"
"1574","MG","Cruzília"
"1575","MG","Cuparaque"
"1576","MG","Curral de Dentro"
"1577","MG","Curvelo"
"1578","MG","Datas"
"1579","MG","Delfim Moreira"
"1580","MG","Delfinópolis"
"1581","MG","Delta"
"1582","MG","Descoberto"
"1583","MG","Desterro de Entre Rios"
"1584","MG","Desterro do Melo"
"1585","MG","Diamantina"
"1586","MG","Diogo de Vasconcelos"
"1587","MG","Dionísio"
"1588","MG","Divinésia"
"1589","MG","Divino"
"1590","MG","Divino das Laranjeiras"
"1591","MG","Divinolândia de Minas"
"1592","MG","Divinópolis"
"1593","MG","Divisa Alegre"
"1594","MG","Divisa Nova"
"1595","MG","Divisópolis"
"1596","MG","Dom Bosco"
"1597","MG","Dom Cavati"
"1598","MG","Dom Joaquim"
"1599","MG","Dom Silvério"
"1600","MG","Dom Viçoso"
"1601","MG","Dona Eusébia"
"1602","MG","Dores de Campos"
"1603","MG","Dores de Guanhães"
"1604","MG","Dores do Indaiá"
"1605","MG","Dores do Turvo"
"1606","MG","Doresópolis"
"1607","MG","Douradoquara"
"1608","MG","Durandé"
"1609","MG","Elói Mendes"
"1610","MG","Engenheiro Caldas"
"1611","MG","Engenheiro Navarro"
"1612","MG","Entre Folhas"
"1613","MG","Entre Rios de Minas"
"1614","MG","Ervália"
"1615","MG","Esmeraldas"
"1616","MG","Espera Feliz"
"1617","MG","Espinosa"
"1618","MG","Espírito Santo do Dourado"
"1619","MG","Estiva"
"1620","MG","Estrela Dalva"
"1621","MG","Estrela do Indaiá"
"1622","MG","Estrela do Sul"
"1623","MG","Eugenópolis"
"1624","MG","Ewbank da Câmara"
"1625","MG","Extrema"
"1626","MG","Fama"
"1627","MG","Faria Lemos"
"1628","MG","Felício dos Santos"
"1629","MG","Felisburgo"
"1630","MG","Felixlândia"
"1631","MG","Fernandes Tourinho"
"1632","MG","Ferros"
"1633","MG","Fervedouro"
"1634","MG","Florestal"
"1635","MG","Formiga"
"1636","MG","Formoso"
"1637","MG","Fortaleza de Minas"
"1638","MG","Fortuna de Minas"
"1639","MG","Francisco Badaró"
"1640","MG","Francisco Dumont"
"1641","MG","Francisco Sá"
"1642","MG","Franciscópolis"
"1643","MG","Frei Gaspar"
"1644","MG","Frei Inocêncio"
"1645","MG","Frei Lagonegro"
"1646","MG","Fronteira"
"1647","MG","Fronteira dos Vales"
"1648","MG","Fruta de Leite"
"1649","MG","Frutal"
"1650","MG","Funilândia"
"1651","MG","Galiléia"
"1652","MG","Gameleiras"
"1653","MG","Glaucilândia"
"1654","MG","Goiabeira"
"1655","MG","Goianá"
"1656","MG","Gonçalves"
"1657","MG","Gonzaga"
"1658","MG","Gouveia"
"1659","MG","Governador Valadares"
"1660","MG","Grão Mogol"
"1661","MG","Grupiara"
"1662","MG","Guanhães"
"1663","MG","Guapé"
"1664","MG","Guaraciaba"
"1665","MG","Guaraciama"
"1666","MG","Guaranésia"
"1667","MG","Guarani"
"1668","MG","Guarará"
"1669","MG","Guarda-Mor"
"1670","MG","Guaxupé"
"1671","MG","Guidoval"
"1672","MG","Guimarânia"
"1673","MG","Guiricema"
"1674","MG","Gurinhatã"
"1675","MG","Heliodora"
"1676","MG","Iapu"
"1677","MG","Ibertioga"
"1678","MG","Ibiá"
"1679","MG","Ibiaí"
"1680","MG","Ibiracatu"
"1681","MG","Ibiraci"
"1682","MG","Ibirité"
"1683","MG","Ibitiúra de Minas"
"1684","MG","Ibituruna"
"1685","MG","Icaraí de Minas"
"1686","MG","Igarapé"
"1687","MG","Igaratinga"
"1688","MG","Iguatama"
"1689","MG","Ijaci"
"1690","MG","Ilicínea"
"1691","MG","Imbé de Minas"
"1692","MG","Inconfidentes"
"1693","MG","Indaiabira"
"1694","MG","Indianópolis"
"1695","MG","Ingaí"
"1696","MG","Inhapim"
"1697","MG","Inhaúma"
"1698","MG","Inimutaba"
"1699","MG","Ipaba"
"1700","MG","Ipanema"
"1701","MG","Ipatinga"
"1702","MG","Ipiaçu"
"1703","MG","Ipuiúna"
"1704","MG","Iraí de Minas"
"1705","MG","Itabira"
"1706","MG","Itabirinha"
"1707","MG","Itabirito"
"1708","MG","Itacambira"
"1709","MG","Itacarambi"
"1710","MG","Itaguara"
"1711","MG","Itaipé"
"1712","MG","Itajubá"
"1713","MG","Itamarandiba"
"1714","MG","Itamarati de Minas"
"1715","MG","Itambacuri"
"1716","MG","Itambé do Mato Dentro"
"1717","MG","Itamogi"
"1718","MG","Itamonte"
"1719","MG","Itanhandu"
"1720","MG","Itanhomi"
"1721","MG","Itaobim"
"1722","MG","Itapagipe"
"1723","MG","Itapecerica"
"1724","MG","Itapeva"
"1725","MG","Itatiaiuçu"
"1726","MG","Itaú de Minas"
"1727","MG","Itaúna"
"1728","MG","Itaverava"
"1729","MG","Itinga"
"1730","MG","Itueta"
"1731","MG","Ituiutaba"
"1732","MG","Itumirim"
"1733","MG","Iturama"
"1734","MG","Itutinga"
"1735","MG","Jaboticatubas"
"1736","MG","Jacinto"
"1737","MG","Jacuí"
"1738","MG","Jacutinga"
"1739","MG","Jaguaraçu"
"1740","MG","Jaíba"
"1741","MG","Jampruca"
"1742","MG","Janaúba"
"1743","MG","Januária"
"1744","MG","Japaraíba"
"1745","MG","Japonvar"
"1746","MG","Jeceaba"
"1747","MG","Jenipapo de Minas"
"1748","MG","Jequeri"
"1749","MG","Jequitaí"
"1750","MG","Jequitibá"
"1751","MG","Jequitinhonha"
"1752","MG","Jesuânia"
"1753","MG","Joaíma"
"1754","MG","Joanésia"
"1755","MG","João Monlevade"
"1756","MG","João Pinheiro"
"1757","MG","Joaquim Felício"
"1758","MG","Jordânia"
"1759","MG","José Gonçalves de Minas"
"1760","MG","José Raydan"
"1761","MG","Josenópolis"
"1762","MG","Juatuba"
"1763","MG","Juiz de Fora"
"1764","MG","Juramento"
"1765","MG","Juruaia"
"1766","MG","Juvenília"
"1767","MG","Ladainha"
"1768","MG","Lagamar"
"1769","MG","Lagoa da Prata"
"1770","MG","Lagoa dos Patos"
"1771","MG","Lagoa Dourada"
"1772","MG","Lagoa Formosa"
"1773","MG","Lagoa Grande"
"1774","MG","Lagoa Santa"
"1775","MG","Lajinha"
"1776","MG","Lambari"
"1777","MG","Lamim"
"1778","MG","Laranjal"
"1779","MG","Lassance"
"1780","MG","Lavras"
"1781","MG","Leandro Ferreira"
"1782","MG","Leme do Prado"
"1783","MG","Leopoldina"
"1784","MG","Liberdade"
"1785","MG","Lima Duarte"
"1786","MG","Limeira do Oeste"
"1787","MG","Lontra"
"1788","MG","Luisburgo"
"1789","MG","Luislândia"
"1790","MG","Luminárias"
"1791","MG","Luz"
"1792","MG","Machacalis"
"1793","MG","Machado"
"1794","MG","Madre de Deus de Minas"
"1795","MG","Malacacheta"
"1796","MG","Mamonas"
"1797","MG","Manga"
"1798","MG","Manhuaçu"
"1799","MG","Manhumirim"
"1800","MG","Mantena"
"1801","MG","Mar de Espanha"
"1802","MG","Maravilhas"
"1803","MG","Maria da Fé"
"1804","MG","Mariana"
"1805","MG","Marilac"
"1806","MG","Mário Campos"
"1807","MG","Maripá de Minas"
"1808","MG","Marliéria"
"1809","MG","Marmelópolis"
"1810","MG","Martinho Campos"
"1811","MG","Martins Soares"
"1812","MG","Mata Verde"
"1813","MG","Materlândia"
"1814","MG","Mateus Leme"
"1815","MG","Mathias Lobato"
"1816","MG","Matias Barbosa"
"1817","MG","Matias Cardoso"
"1818","MG","Matipó"
"1819","MG","Mato Verde"
"1820","MG","Matozinhos"
"1821","MG","Matutina"
"1822","MG","Medeiros"
"1823","MG","Medina"
"1824","MG","Mendes Pimentel"
"1825","MG","Mercês"
"1826","MG","Mesquita"
"1827","MG","Minas Novas"
"1828","MG","Minduri"
"1829","MG","Mirabela"
"1830","MG","Miradouro"
"1831","MG","Miraí"
"1832","MG","Miravânia"
"1833","MG","Moeda"
"1834","MG","Moema"
"1835","MG","Monjolos"
"1836","MG","Monsenhor Paulo"
"1837","MG","Montalvânia"
"1838","MG","Monte Alegre de Minas"
"1839","MG","Monte Azul"
"1840","MG","Monte Belo"
"1841","MG","Monte Carmelo"
"1842","MG","Monte Formoso"
"1843","MG","Monte Santo de Minas"
"1844","MG","Monte Sião"
"1845","MG","Montes Claros"
"1846","MG","Montezuma"
"1847","MG","Morada Nova de Minas"
"1848","MG","Morro da Garça"
"1849","MG","Morro do Pilar"
"1850","MG","Munhoz"
"1851","MG","Muriaé"
"1852","MG","Mutum"
"1853","MG","Muzambinho"
"1854","MG","Nacip Raydan"
"1855","MG","Nanuque"
"1856","MG","Naque"
